Artist,Artist country,Artist genres,Artist sub genres,Artist uuid,Artist url,Career stage,Growth level,Gender,Type,Birth date,First release,Latest release,Total ISRC,Latest concert,Total concerts (last 3y),Upcoming concert,Soundcharts score Total,Soundcharts score Change, Soundcharts score Change %,Spotify followers Total,Spotify followers Change,Spotify followers Change %,Spotify monthly listeners Total,Spotify monthly listeners Change,Spotify monthly listeners Change %,Spotify popularity Total,Spotify popularity Change,Spotify popularity Change %,Tidal popularity Total,Tidal popularity Change,Tidal popularity Change %,YouTube subscribers Total,YouTube subscribers Change,YouTube subscribers Change %,YouTube daily views Total,YouTube daily views Change,YouTube daily views Change %,Youtube channel views Total,Youtube channel views Change,Youtube channel views Change %,Youtube posts,Youtube posts Change,Youtube posts Change %,Instagram followers Total,Instagram followers Change,Instagram followers Change %,Instagram posts Total,Instagram posts Change,Instagram posts Change %,Instagram following Total,Instagram following Change,Instagram following Change %,TikTok followers Total,TikTok followers Change,TikTok followers Change %,Tiktok likes Total,Tiktok likes Change,Tiktok likes Change %,Tiktok following Total,Tiktok following Change,Tiktok following Change %,Airplay plays Total,Airplay plays Change,Airplay plays Change %,Pandora monthly listeners Total,Pandora monthly listeners Change,Pandora monthly listeners Change %,Deezer fans Total,Deezer fans Change,Deezer fans Change %,Deezer popularity Total,Deezer popularity Change,Deezer popularity Change %,Amazon followers Total,Amazon followers Change,Amazon followers Change %,Facebook likes Total,Facebook likes Change,Facebook likes Change %,X followers Total,X followers Change,X followers Change %,X likes Total,X likes Change,X likes Change %,X posts Total,X posts Change,X posts Change %,X following Total,X following Change,X following Change %,Soundcloud followers Total,Soundcloud followers Change,Soundcloud followers Change %,Soundcloud posts Total,Soundcloud posts Change,Soundcloud posts Change %,Soundcloud following Total,Soundcloud following Change,Soundcloud following Change %,Songkick Fans Total,Songkick Fans Change,Songkick Fans Change %,Bandsintown followers Total,Bandsintown followers Change,Bandsintown followers Change %,Genius followers Total,Genius followers Change,Genius followers Change %,Netease followers Total,Netease followers Change,Netease followers Change %,Kkbox followers Total,Kkbox followers Change,Kkbox followers Change %,Weibo followers Total,Weibo followers Change,Weibo followers Change %,Weibo likes Total,Weibo likes Change,Weibo likes Change %,Weibo posts Total,Weibo posts Change,Weibo posts Change %,Weibo following Total,Weibo following Change,Weibo following Change %,Anghami followers Total,Anghami followers Change,Anghami followers Change %,Anghami plays Total,Anghami plays Change,Anghami plays Change %,Boomplay favorites Total,Boomplay favorites Change,Boomplay favorites Change %,Audiomack followers Total,Audiomack followers Change,Audiomack followers Change %,Audiomack plays Total,Audiomack plays Change,Audiomack plays Change %,Gaana favorites Total,Gaana favorites Change,Gaana favorites Change %,Jiosaavn followers Total,Jiosaavn followers Change,Jiosaavn followers Change %,Jiosaavn listeners Total,Jiosaavn listeners Change,Jiosaavn listeners Change %,Line music followers Total,Line music followers Change,Line music followers Change %,Melon Likes Total,Melon Likes Change,Melon Likes Change %,QQ Music Fans Total,QQ Music Fans Change,QQ Music Fans Change %,Yandex followers Total,Yandex followers Change,Yandex followers Change %,Yandex monthly listeners Total,Yandex monthly listeners Change,Yandex monthly listeners Change %,Vk fans Total,Vk fans Change,Vk fans Change %,Mixcloud followers Total,Mixcloud followers Change,Mixcloud followers Change %,Mixcloud following Total,Mixcloud following Change,Mixcloud following Change %,Twitch followers Total,Twitch followers Change,Twitch followers Change %,Last.fm listeners Total,Last.fm listeners Change,Last.fm listeners Change %,Patreon followers Total,Patreon followers Change,Patreon followers Change %,Patreon posts Total,Patreon posts Change,Patreon posts Change %,Unnamed: 188,Artist_Type,spotify_id,instagram_url,instagram_handle,tiktok_url,tiktok_handle,youtube_url,youtube_channel_id,soundcloud_url,soundcloud_handle,twitter_url,twitter_handle,facebook_url,website_url,lookup_status
SINCE,South Korea,Hip Hop,"k-rap, contemporary hip hop, hip hop, trap",b0e77789-b2d9-4696-bbe3-3fd09c59c2a2,https://app.soundcharts.com/app/artist/since-1/overview,long_tail,average_growth,female,person,12/28/92,5/4/18,11/14/25,113,1/12/26,0,1/12/26,3795,-11205,-74.7,44111.0,295.0,0.67,114715,-20257,-15.01,39,0,0.0,,,,31600.0,0.0,0.0,12135.0,-334.0,-2.68,47696010.0,472456.0,1.0,82.0,0.0,0.0,97646.0,-537.0,-0.55,86.0,1.0,1.18,959.0,-3.0,-0.31,,,,,,,,,,45.0,-4.0,-8.16,,,,778.0,12.0,1.57,7.0,0.0,0.0,54.0,1.0,1.89,,,,,,,,,,,,,,,,611.0,0.0,0.0,,,,26.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,233.0,4.0,1.75,194.0,0.0,0.0,,,,,,,,,,,,,21841.0,0.0,0.0,,,,,,,,,2dZGZpAgfWlVxCSFDqbytg,https://www.instagram.com/since______/,since______,https://www.tiktok.com/@since______,since______,https://www.youtube.com/@since______,,https://soundcloud.com/sohelhuette,sohelhuette,https://twitter.com/since,since,,,"spotify,soundcloud+musicbrainz"
Flor De Rap,Chile,Hip Hop,"Hip-Hop/Rap, rap chileno, contemporary hip hop, hip hop",46090cf8-c335-11e8-8340-525400009efb,https://app.soundcharts.com/app/artist/flor-de-rap/overview,long_tail,average_growth,female,person,,1/1/11,12/19/25,156,7/2/22,0,1/12/26,45519,519,1.15,74777.0,173.0,0.23,114086,-9577,-7.74,38,-1,-2.56,38.0,0.0,0.0,318000.0,0.0,0.0,,,,49767970.0,502753.0,1.02,315.0,6.0,1.94,408066.0,-685.0,-0.17,8.0,-19.0,-70.37,1151.0,12.0,1.05,214000.0,300.0,0.14,2000000.0,0.0,0.0,29.0,2.0,7.41,410.0,34.0,9.04,11.0,2.0,22.22,2460.0,15.0,0.61,23.0,-3.0,-11.54,334.0,5.0,1.52,,,,585.0,10.0,1.74,6.0,0.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,364.0,0.0,0.0,,,,70.0,0.0,0.0,1267.0,0.0,0.0,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.0,3.0,0.67,78460.0,243.0,0.31,,,,,,,,,,,,,,,,4.0,0.0,0.0,2.0,0.0,0.0,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,3ZIZqvSbTL7mIEyXmbbXs7,https://www.instagram.com/florderap_oficial_/,florderap_oficial_,https://www.tiktok.com/@florderap_oficial_,florderap_oficial_,https://www.youtube.com/@florderap_oficial_,,https://soundcloud.com/florderap-music,florderap-music,https://twitter.com/florderap,florderap,https://www.facebook.com/Florderapmusic,,"spotify,soundcloud+musicbrainz"
Teven,Germany,Hip Hop,"Hip-Hop/Rap, contemporary hip hop, hip hop",75b202e6-9aae-401b-86a2-1c149edc665a,https://app.soundcharts.com/app/artist/teven/overview,long_tail,average_growth,female,person,,5/14/21,1/23/25,24,1/12/26,0,1/12/26,39085,85,0.22,23270.0,478.0,2.1,113957,1061,0.94,37,0,0.0,24.0,0.0,0.0,11000.0,0.0,0.0,,,,4205199.0,42171.0,1.01,61.0,0.0,0.0,29782.0,-385.0,-1.28,14.0,-47.0,-77.05,125.0,-242.0,-65.94,128200.0,2100.0,1.67,4300000.0,-1900000.0,-30.65,28.0,-61.0,-68.54,14.0,0.0,0.0,,,,466.0,5.0,1.08,25.0,0.0,0.0,291.0,4.0,1.39,16.0,0.0,0.0,62.0,0.0,0.0,493.0,-1.0,-0.2,525.0,-1.0,-0.19,54.0,1.0,1.89,36.0,0.0,0.0,20.0,0.0,0.0,,,,,,,,,,1.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4Gu3HeiC8HudZsnYp52Wg0,https://www.instagram.com/tevenoffiziell/,tevenoffiziell,https://www.tiktok.com/@tevenoffiziell,tevenoffiziell,https://www.youtube.com/@tevenoffiziell,,https://soundcloud.com/teven727,teven727,https://twitter.com/teven,teven,https://www.facebook.com/tevenrapperin,,"spotify,soundcloud+musicbrainz"
DEMONDICE,Japan,Hip Hop,"Hip-Hop/Rap, hip hop",8fe7fb46-3d96-11e9-ae18-549f35141000,https://app.soundcharts.com/app/artist/demondice/overview,mid_level,average_growth,female,person,5/31/96,12/30/17,7/12/25,64,1/23/24,3,1/12/26,48748,748,1.56,127141.0,192.0,0.15,113589,-1092,-0.95,43,0,0.0,45.0,0.0,0.0,405000.0,0.0,0.0,10952.0,-638.0,-5.5,64059587.0,638958.0,1.01,45.0,0.0,0.0,79908.0,-266.0,-0.33,320.0,0.0,0.0,149.0,0.0,0.0,1835.0,13.0,0.71,4170.0,39.0,0.94,,,,1.0,0.0,100.0,,,,3524.0,67.0,1.94,27.0,-1.0,-3.57,3296.0,25.0,0.76,,,,362154.0,-399.0,-0.11,53202.0,-24.0,-0.05,6792.0,2.0,0.03,480.0,0.0,0.0,12.0,0.0,0.0,,,,5.0,0.0,0.0,6365.0,26.0,0.41,,,,78.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0,3.0,1.26,1190.0,14.0,1.19,3031.0,0.0,0.0,,,,,,,,,,,,,54663.0,716.0,1.33,0.0,0.0,0.0,,,,,,4IUqCINWiy7WQ6LrkhBmdt,https://www.instagram.com/demondicekaren/,demondicekaren,https://www.tiktok.com/@demondicekaren,demondicekaren,https://www.youtube.com/@demondicekaren,,https://soundcloud.com/demondice,demondice,https://twitter.com/DEMONDICEKaren,DEMONDICEKaren,,http://www.demondice.net/,"spotify,soundcloud+musicbrainz"
Mariybu,Germany,"Pop, Hip Hop","Pop, Hip-Hop/Rap, frauenrap",0cee7df2-1719-4041-a90b-8e8de98ec209,https://app.soundcharts.com/app/artist/mariybu/overview,long_tail,average_growth,female,person,,6/26/20,11/28/25,54,5/23/25,33,1/12/26,43172,6172,16.68,24632.0,1019.0,4.32,113468,-6029,-5.05,43,0,0.0,36.0,19.0,111.76,3700.0,170.0,4.82,,,,915317.0,61873.0,7.25,47.0,0.0,0.0,44857.0,3568.0,8.64,370.0,9.0,2.49,1302.0,-40.0,-2.98,26900.0,900.0,3.46,1200000.0,0.0,0.0,381.0,2.0,0.53,364.0,-27.0,-6.91,,,,1109.0,136.0,13.98,34.0,-4.0,-10.53,305.0,17.0,5.9,,,,,,,,,,,,,,,,80.0,2.0,2.56,33.0,0.0,0.0,,,,3405.0,63.0,1.89,1747.0,71.0,4.24,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,11635.0,492.0,4.42,,,,,,,,,3R1Ha6KqmyhC2vUrmEocEG,https://www.instagram.com/mariybu_/,mariybu_,https://www.tiktok.com/@mariybu,mariybu,https://www.youtube.com/@mariybu_,,https://soundcloud.com/mariybu-sc,mariybu-sc,https://twitter.com/mariybu,mariybu,,,"spotify,soundcloud+musicbrainz"
Rubio,Chile,"Hip Hop, Alternative, Pop, Rock, Electro","Hip-Hop/Rap, Alternative, chilean indie, chilean rock, pop electronico, indie pop, pop, downtempo",11e81bca-a14e-7cbe-a36a-a0369fe50396,https://app.soundcharts.com/app/artist/rubio/overview,long_tail,average_growth,female,person,,1/1/12,11/21/25,119,12/5/25,44,1/12/26,45782,782,1.74,67104.0,418.0,0.63,113317,-47671,-29.61,43,-1,-2.27,38.0,0.0,0.0,37000.0,300.0,0.82,,,,13162334.0,415733.0,3.26,131.0,1.0,0.77,64790.0,271.0,0.42,257.0,23.0,9.83,2398.0,14.0,0.59,39100.0,-100.0,-0.26,58100.0,200.0,0.35,11.0,0.0,0.0,947.0,65.0,7.37,405.0,-97.0,-19.32,,,,,,,461.0,7.0,1.54,,,,1147.0,-2.0,-0.17,831.0,0.0,0.0,357.0,0.0,0.0,24.0,0.0,0.0,,,,,,,,,,8653.0,9.0,0.1,3448.0,103.0,3.08,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,0.0,0.0,295.0,0.0,0.0,26827.0,-3980.0,-12.92,,,,,,,,,,,,,,,,,,,,,,,,79YjWaAoD88XGLETIsnnQV,https://www.instagram.com/rubio/,rubio,https://www.tiktok.com/@rubio,rubio,https://www.youtube.com/@rubio,,https://soundcloud.com/soyrubio,soyrubio,https://twitter.com/rubio,rubio,https://www.facebook.com/franstraubemusic,,"spotify,soundcloud+musicbrainz"
Gangsta Boo,United States,"Hip Hop, R&B, Pop","southern hip hop, trap, dirty south rap, alternative r&b, hip pop, gangster rap, Hip-Hop/Rap, memphis hip hop, hip hop",11e81bc3-6848-1454-a642-a0369fe50396,https://app.soundcharts.com/app/artist/gangsta-boo/overview,mid_level,average_growth,female,person,8/7/79,4/1/96,1/1/26,569,12/17/22,0,1/12/26,54952,952,1.76,207789.0,877.0,0.42,113196,-2441,-2.11,48,1,2.13,67.0,0.0,0.0,123000.0,1000.0,0.82,22566.0,3499.0,18.35,51551811.0,526426.0,1.03,252.0,-1.0,-0.4,302781.0,-626.0,-0.21,8427.0,0.0,0.0,4742.0,-4.0,-0.08,58.0,0.0,0.0,52.0,0.0,0.0,5.0,0.0,0.0,681.0,-37.0,-5.15,,,,4729.0,57.0,1.22,25.0,-2.0,-7.41,3809.0,48.0,1.28,341624.0,-584.0,-0.17,79383.0,-19.0,-0.02,16341.0,6.0,0.04,161870.0,-14.0,-0.01,3777.0,-4.0,-0.11,2803.0,11.0,0.39,7.0,0.0,0.0,4.0,0.0,0.0,32850.0,55.0,0.17,22620.0,101.0,0.45,130.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,100.0,,,,,,,,,,,,,,,,,,,16.0,0.0,0.0,261.0,1.0,0.38,511.0,10.0,2.0,2629.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,3ppZNqihWOzuH4A0f4KmeP,https://www.instagram.com/missyeahoe/,missyeahoe,https://www.tiktok.com/@missyeahoe,missyeahoe,https://www.youtube.com/@missyeahoe,,https://soundcloud.com/gangstabooqom,gangstabooqom,https://twitter.com/GangstaBooQOM,GangstaBooQOM,https://www.facebook.com/GangstaBooQOM,,"spotify,soundcloud+musicbrainz"
Kas,,Hip Hop,Hip-Hop/Rap,d3e88ea7-99ed-4dd4-94ba-268be9fffe40,https://app.soundcharts.com/app/artist/kas-140/overview,long_tail,average_growth,,,,11/24/19,12/5/25,41,1/12/26,0,1/12/26,5424,-3576,-39.73,6508.0,529.0,8.85,113085,-11772,-9.43,44,0,0.0,,,,798.0,0.0,0.0,,,,915406.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,19.0,9.0,90.0,,,,787.0,4.0,0.51,23.0,-1.0,-4.17,,,,,,,,,,,,,,,,,,,41.0,12.0,41.38,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6TQj5BFPooTa08A7pk8AQ1,https://www.instagram.com/kas/,kas,https://www.tiktok.com/@kas,kas,https://www.youtube.com/@kas,,https://soundcloud.com/kasrizvi,kasrizvi,https://twitter.com/kas,kas,,,"spotify,soundcloud"
Maxida Märak,Sweden,"Others, Hip Hop, Pop, European","Worldwide, Hip-Hop/Rap, swedish hip hop, norrbotten indie, sami, rap, contemporary hip hop, hip hop",11e81bbf-9b00-be9a-bbad-a0369fe50396,https://app.soundcharts.com/app/artist/maxida-marak/overview,long_tail,average_growth,female,person,9/17/88,6/28/12,11/14/25,100,10/10/25,11,1/12/26,41672,672,1.64,23658.0,118.0,0.5,112112,8253,7.95,39,0,0.0,26.0,0.0,0.0,6430.0,30.0,0.47,602.0,18.0,3.08,2255291.0,22632.0,1.01,48.0,0.0,0.0,70016.0,-84.0,-0.12,649.0,2.0,0.31,1231.0,8.0,0.65,6850.0,-5.0,-0.07,58000.0,0.0,0.0,14.0,0.0,0.0,114.0,20.0,21.28,,,,656.0,15.0,2.34,16.0,-6.0,-27.27,46.0,3.0,6.98,20849.0,283.0,1.38,1029.0,-4.0,-0.39,185.0,0.0,0.0,2761.0,0.0,0.0,39.0,0.0,0.0,765.0,0.0,0.0,9.0,0.0,0.0,,,,6461.0,21.0,0.33,3702.0,39.0,1.06,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,21.0,0.0,0.0,635.0,0.0,0.0,,,,16.0,0.0,0.0,210.0,5.0,2.44,,,,,,,,,,,,,,,,9.0,0.0,0.0,52.0,0.0,0.0,73.0,0.0,0.0,,,,,,,,,,,,,15977.0,108.0,0.68,,,,,,,,,3FfnFeTonanbog4rEvYXns,https://www.instagram.com/maxidamärak/,maxidamärak,https://www.tiktok.com/@maxidamärak,maxidamärak,https://www.youtube.com/@maxidamärak,,,,https://twitter.com/maxidamärak,maxidamärak,,,spotify
Loir,Philippines,Hip Hop,Hip-Hop/Rap,62c78b1c-6c3f-477a-aa94-0434d7671bd2,https://app.soundcharts.com/app/artist/loir-2/overview,long_tail,average_growth,female,person,,2/14/21,10/3/25,25,1/12/26,0,1/12/26,28117,117,0.42,5263.0,68.0,1.31,111749,-17071,-13.25,34,0,0.0,7.0,0.0,0.0,14800.0,0.0,0.0,,,,1906728.0,19247.0,1.02,9.0,0.0,0.0,4389.0,1.0,0.02,32.0,-1.0,-3.03,203.0,1.0,0.5,,,,,,,,,,3.0,0.0,0.0,,,,,,,,,,2.0,0.0,0.0,27319.0,-166.0,-0.6,34.0,0.0,0.0,31.0,0.0,0.0,32.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5Qq1l4rcIl1LE2g4RRzXOi,https://www.instagram.com/loir/,loir,https://www.tiktok.com/@loir,loir,https://www.youtube.com/@loir,,https://soundcloud.com/balodinski-2007,balodinski-2007,https://twitter.com/loir,loir,https://www.facebook.com/itsloir,,"spotify,soundcloud+musicbrainz"
Pau Mueller,Eswatini,Hip Hop,Hip-Hop/Rap,74bfa2fb-4b2a-4a09-9e64-b90fca8cf007,https://app.soundcharts.com/app/artist/pau-mueller/overview,long_tail,average_growth,female,person,,5/9/22,12/12/25,20,1/12/26,0,1/12/26,35680,3680,11.5,1663.0,41.0,2.53,111162,100614,953.87,33,9,37.5,18.0,5.0,38.46,5650.0,10.0,0.18,,,,931699.0,47580.0,5.38,161.0,0.0,0.0,4957.0,-6.0,-0.12,549.0,7.0,1.29,3401.0,24.0,0.71,,,,,,,,,,575.0,8.0,1.41,,,,9.0,1.0,12.5,7.0,-6.0,-46.15,2.0,0.0,0.0,2783.0,-12.0,-0.43,705.0,-3.0,-0.42,474.0,0.0,0.0,348.0,0.0,0.0,548.0,1.0,0.18,115.0,-1.0,-0.86,13.0,0.0,0.0,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,100.0,,,,,,,,,,,,,,,,,,,847.0,42.0,5.22,,,,,,,,,2o0cdt1TrTZSh2NssVL1ko,https://www.instagram.com/paumuelleroficial/,paumuelleroficial,https://www.tiktok.com/@paumuelleroficial,paumuelleroficial,https://www.youtube.com/@paumuelleroficial,,https://soundcloud.com/paumueller,paumueller,https://twitter.com/PaulaMuellerNow,PaulaMuellerNow,https://www.facebook.com/paumuellermusic,https://paumueller.com/,"spotify,soundcloud+musicbrainz"
LAYZ,Germany,"Hip Hop, Electro","Hip-Hop/Rap, dubstep, gaming dubstep, electronic",7e1385ee-8db2-11ea-8f6d-549f35141000,https://app.soundcharts.com/app/artist/layz-5/overview,long_tail,average_growth,female,person,,10/25/19,8/15/25,53,12/13/25,118,1/12/26,46410,410,0.89,36531.0,511.0,1.42,110462,-14139,-11.35,40,0,0.0,41.0,2.0,5.13,2730.0,120.0,4.6,,,,136299.0,28749.0,26.73,44.0,21.0,91.3,126022.0,138.0,0.11,600.0,2.0,0.33,2046.0,7.0,0.34,,,,,,,,,,33.0,3.0,10.0,121.0,31.0,34.44,,,,,,,210.0,6.0,2.94,21844.0,211.0,0.98,22305.0,-29.0,-0.13,46335.0,-107.0,-0.23,41326.0,-81.0,-0.2,593.0,1.0,0.17,19792.0,219.0,1.12,23.0,0.0,0.0,92.0,1.0,1.1,124.0,2.0,1.64,6155.0,128.0,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,0.0,595.0,24.0,4.2,,,,,,,,,,,,,,,,7.0,0.0,0.0,,,,,,,,,,,,,,,,892.0,1.0,0.11,,,,,,,,,,,,2ozQcs5XxFaj5fvA02zhwo,https://www.instagram.com/layzdubz/,layzdubz,https://www.tiktok.com/@layzdubzz,layzdubzz,https://www.youtube.com/@layzdubz,,https://soundcloud.com/layzdubz,layzdubz,https://twitter.com/layzdubz,layzdubz,https://www.facebook.com/layzdubz,https://layz.us/,"spotify,soundcloud+musicbrainz"
Haiyti,Germany,Hip Hop,"Hip-Hop/Rap, frauenrap, german hip hop, german drill, german cloud rap, rap, hip hop, trap",11e81bc7-9241-7ce2-a5d8-a0369fe50396,https://app.soundcharts.com/app/artist/haiyti/overview,long_tail,average_growth,female,person,4/25/93,1/1/14,11/26/25,346,9/14/24,27,1/12/26,44718,718,1.63,83012.0,47.0,0.06,109922,-37540,-25.46,41,-1,-2.38,27.0,0.0,0.0,49800.0,100.0,0.2,3187.0,286.0,9.86,24622752.0,0.0,0.0,134.0,1.0,0.75,54039.0,-165.0,-0.3,1816.0,7.0,0.39,1027.0,11.0,1.08,5466.0,16.0,0.29,123900.0,300.0,0.24,154.0,1.0,0.65,1269.0,106.0,9.11,,,,4219.0,84.0,2.03,35.0,-2.0,-5.41,1068.0,20.0,1.91,25024.0,-70.0,-0.28,,,,,,,,,,,,,1996.0,4.0,0.2,218.0,0.0,0.0,,,,13503.0,29.0,0.22,7666.0,78.0,1.03,39.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,100.0,,,,13.0,0.0,0.0,1835.0,5.0,0.27,,,,,,,,,,,,,,,,24.0,0.0,0.0,54.0,0.0,0.0,88.0,-22.0,-20.0,,,,,,,,,,,,,,,,,,,,,,,,3NjbpG6MmFGVLXwbcPXH90,https://www.instagram.com/haiyti/,haiyti,https://www.tiktok.com/@haiyti,haiyti,https://www.youtube.com/@haiyti,,https://soundcloud.com/haiyti,haiyti,https://twitter.com/robberyhaiyti,robberyhaiyti,https://www.facebook.com/HaiytiakaRobbery,https://www.haiyti.de/,"spotify,soundcloud+musicbrainz"
Antifuchs,Germany,Hip Hop,"Hip-Hop/Rap, frauenrap, deep german hip hop, contemporary hip hop, hip hop",11e81bbb-a9c3-c66a-ae36-a0369fe50396,https://app.soundcharts.com/app/artist/antifuchs/overview,long_tail,average_growth,female,person,4/25/89,3/13/15,12/31/25,134,12/21/25,31,1/12/26,41933,-67,-0.16,41399.0,300.0,0.73,109740,-35426,-24.4,41,0,0.0,27.0,0.0,0.0,44500.0,200.0,0.45,4111.0,-43.0,-1.04,13387135.0,135652.0,1.02,229.0,8.0,3.62,47295.0,194.0,0.41,1392.0,23.0,1.68,727.0,5.0,0.69,46400.0,-100.0,-0.22,445500.0,1300.0,0.29,104.0,0.0,0.0,159.0,-1.0,-0.63,0.0,0.0,0.0,3137.0,101.0,3.33,30.0,-6.0,-16.67,1147.0,22.0,1.96,15487.0,385.0,2.55,1553.0,-2.0,-0.13,1828.0,-4.0,-0.22,1812.0,-4.0,-0.22,97.0,0.0,0.0,1398.0,8.0,0.58,11.0,0.0,0.0,,,,3224.0,17.0,0.53,2333.0,26.0,1.13,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,10513.0,108.0,1.04,,,,,,,,,5cPSq1945RxgQSIHkxp3Jq,https://www.instagram.com/AntifuchsOfficial/,AntifuchsOfficial,https://www.tiktok.com/@antiderfuchs,antiderfuchs,https://www.youtube.com/@AntifuchsOfficial,,https://soundcloud.com/xantixfuchsx,xantixfuchsx,https://twitter.com/XANTIXFUCHSX,XANTIXFUCHSX,https://www.facebook.com/AntifuchsOfficial,http://www.antifuchs.de/,"spotify,soundcloud+musicbrainz"
HITOMIN,Japan,"Hip Hop, R&B","Hip-Hop/Rap, japanese r&b, j-rap, contemporary hip hop, hip hop",f78f8b38-9fde-11e9-a217-549f35161576,https://app.soundcharts.com/app/artist/hitomin/overview,long_tail,average_growth,female,person,,7/6/19,12/19/25,65,1/12/26,0,1/12/26,34434,-1566,-4.35,91184.0,562.0,0.62,109739,625,0.57,45,0,0.0,,,,52600.0,500.0,0.96,,,,47958506.0,975716.0,2.08,94.0,4.0,4.44,112294.0,1068.0,0.96,194.0,17.0,9.6,396.0,9.0,2.33,85500.0,1000.0,1.18,1100000.0,100000.0,10.0,,,,3.0,0.0,0.0,,,,96.0,7.0,7.87,11.0,2.0,22.22,11272.0,194.0,1.75,,,,35258.0,76.0,0.22,21046.0,-29.0,-0.14,9721.0,-3.0,-0.03,97.0,0.0,0.0,,,,,,,,,,,,,609.0,32.0,5.55,,,,,,,231.0,3.0,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68954.0,544.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,3224.0,40.0,1.26,,,,,,,,,54WlbKLgYBjRlWsee92OJt,https://www.instagram.com/hitomin/,hitomin,https://www.tiktok.com/@hitomin,hitomin,https://www.youtube.com/@hitomin,,https://soundcloud.com/zdwuvjhzhlez,zdwuvjhzhlez,https://twitter.com/hitomin,hitomin,,,"spotify,soundcloud"
Asenssia,Ukraine,"Pop, Hip Hop, R&B","Pop, Hip-Hop/Rap, R&B/Soul, contemporary hip hop",6bee3026-d534-11e9-b34e-801844ee83a6,https://app.soundcharts.com/app/artist/asenssia/overview,mid_level,average_growth,female,person,,1/14/19,11/14/25,104,11/15/25,2,1/12/26,48868,868,1.81,13552.0,169.0,1.26,109232,-10688,-8.91,39,0,0.0,29.0,0.0,0.0,11.0,0.0,0.0,,,,,,,,,,8192.0,67.0,0.82,49.0,3.0,6.52,210.0,20.0,10.53,,,,,,,,,,7.0,0.0,0.0,,,,330.0,15.0,4.76,25.0,3.0,13.64,40.0,6.0,17.65,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2168.0,1.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,0.0,15218.0,249.0,1.66,731357.0,0.0,0.0,16000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,7fWVKlGec67W64CuXtrWvc,https://www.instagram.com/asenssia/,asenssia,https://www.tiktok.com/@asenssia,asenssia,https://www.youtube.com/@asenssia,,https://soundcloud.com/asenssia,asenssia,https://twitter.com/asenssia,asenssia,,,"spotify,soundcloud"
